Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
animalZombieDog,entityclasses,Entity,,,Infected Dog,,Infizierter Hund,,,,,,,,,,,,
animalCoyote,entityclasses,Entity,,,Coyote,,Kojote,,,,,,,,,,,,
animalBear,entityclasses,Entity,,,Wild Bear,,Wildbär,,,,,,,,,,,,
animalBoar,entityclasses,Entity,,,Wild Boar,,Wildschwein,,,,,,,,,,,,
animalBossGrace,entityclasses,Entity,,,Radiated Boar,,Verstrahltes Wildschwein,,,,,,,,,,,,
animalWolf,entityclasses,Entity,,,Wolf,,Wolf,,,,,,,,,,,,
animalDireWolf,entityclasses,Entity,,,Dire Wolf,,Schattenwolf,,,,,,,,,,,,
animalSnake,entityclasses,Entity,,,Snake,,Schlange,,,,,,,,,,,,
animalZombieBear,entityclasses,Entity,,,Infected Bear,,Infizierter Bär,,,,,,,,,,,,
animalZombieVulture,entityclasses,Entity,,,Infected Vulture,,Infizierter Geier,,,,,,,,,,,,
animalZombieVultureRadiated,entityclasses,Entity,,,Radiated Vulture,,Strahlengeier,,,,,,,,,,,,
zombieArleneRadiated,entityclasses,Entity,,,Radiated House Wife,,Bestrahlte Hausfrau,,,,,,,,,,,,
zombieBiker,entityclasses,Entity,,,Infected Biker,,Infizierter Biker,,,,,,,,,,,,
zombieBikerFeral,entityclasses,Entity,,,Feral Biker,,Wilder Biker,,,,,,,,,,,,
zombieBikerRadiated,entityclasses,Entity,,,Radiated Biker,,Verstrahlter Biker,,,,,,,,,,,,
zombieBoeRadiated,entityclasses,Entity,,,Radiated Infected Survivor,,Bestrahlter infizierter Überlebender,,,,,,,,,,,,
zombieCheerleader,entityclasses,Entity,,,Infected Cheerleader,,Infizierte Cheerleaderin,,,,,,,,,,,,
zombieCheerleaderFeral,entityclasses,Entity,,,Feral Cheerleader,,Wilde Cheerleaderin,,,,,,,,,,,,
zombieCheerleaderRadiated,entityclasses,Entity,,,Radiated Cheerleader,,Strahlende Cheerleaderin,,,,,,,,,,,,
zombieDarleneRadiated,entityclasses,Entity,,,Radiated Decayed Ex Wife,,"Verstrahlte, verweste Ex-Frau",,,,,,,,,,,,
zombieDemolition,entityclasses,Entity,,,The Demolition Dude,,Der Abriss-Typ,,,,,,,,,,,,
zombieFemaleFatRadiated,entityclasses,Entity,,,Radiated Peckish Zombie,,"Verstrahlter, hungriger Zombie",,,,,,,,,,,,
zombieJoeRadiated,entityclasses,Entity,,,Radiated Corpse,,Verstrahlter Leichnam,,,,,,,,,,,,
junkTurretSledge,entityclasses,Entity,,,Sledge Turret,,Schlittenturm,,,,,,,,,,,,
junkTurretGun,entityclasses,Entity,,,Turret,,Geschützturm,,,,,,,,,,,,
zombieJanitor,entityclasses,Entity,,,Infected Janitor,,Infizierter Hausmeister,,,,,,,,,,,,
zombieJanitorFeral,entityclasses,Entity,,,Feral Janitor,,Wilder Hausmeister,,,,,,,,,,,,
zombieJanitorRadiated,entityclasses,Entity,,,Radiated Janitor,,Verstrahlter Hausmeister,,,,,,,,,,,,
zombieLab,entityclasses,Entity,,,Infected Lab Assistant,,Infizierter Laborassistent,,,,,,,,,,,,
zombieLabFeral,entityclasses,Entity,,,Feral Lab Assistant,,Feral Laborassistent,,,,,,,,,,,,
zombieLabRadiated,entityclasses,Entity,,,Radiated Lab Assistant,,Laborassistent für Strahlung,,,,,,,,,,,,
legendaryZombieLab,entityclasses,Entity,,,Legendary Lab Assistant,,Legendärer Laborassistent,,,,,,,,,,,,
legendaryZombieBusinessMan,entityclasses,Entity,,,Legendary Business Man,,Legendärer Geschäftsmann,,,,,,,,,,,,
legendaryZombieUtilityWorker,entityclasses,Entity,,,Legendary Utility Worker,,Legendärer Hilfsarbeiter,,,,,,,,,,,,
zombieMarlene,entityclasses,Entity,,,Marlene,,Marlene,,,,,,,,,,,,
zombieMarleneFeral,entityclasses,Entity,,,Feral Marlene,,Feral Marlene,,,,,,,,,,,,
zombieMarleneRadiated,entityclasses,Entity,,,Radiated Marlene,,Bestrahlte Marlene,,,,,,,,,,,,
zombieMoeRadiated,entityclasses,Entity,,,Radiated Bloated Walker,,"Verstrahlter, aufgeblähter Wanderer",,,,,,,,,,,,
zombieOldTimerRadiated,entityclasses,Entity,,,Radiated Zombie Cowboy,,Verstrahlter Zombie-Cowboy,,,,,,,,,,,,
zombieYoRadiated,entityclasses,Entity,,,Radiated Stoner,,Bestrahlter Kiffer,,,,,,,,,,,,
zombieScreamerRadiated,entityclasses,Entity,,,Radiated Screamer,,Strahlender Schreier,,,,,,,,,,,,
zombieSoldierRadiated,entityclasses,Entity,,,Radiated Soldier,,Verstrahlter Soldat,,,,,,,,,,,,
zombieSpiderRadiated,entityclasses,Entity,,,Radiated Spider Zombie,,Verstrahlter Spinnenzombie,,,,,,,,,,,,
zombieSkateboarder,entityclasses,Entity,,,Infected Skater Punk,,Infizierter Skater Punk,,,,,,,,,,,,
zombieSkateboarderFeral,entityclasses,Entity,,,Feral Skater,,Wilder Skater,,,,,,,,,,,,
zombieSkateboarderRadiated,entityclasses,Entity,,,Radiated Punk,,Radiated Punk,,,,,,,,,,,,
zombieUtilityWorker,entityclasses,Entity,,,Infected Utility Worker,,Infizierter Versorgungsarbeiter,,,,,,,,,,,,
zombieUtilityWorkerFeral,entityclasses,Entity,,,Feral Utility Worker,,Wilder Versorgungsarbeiter,,,,,,,,,,,,
zombieWightRadiated,entityclasses,Entity,,,Radiated Wight,,Strahlungsgewicht,,,,,,,,,,,,
GiantDireWolfRAD,entityclasses,Entity,,,Giant Dire Wolf Rad,,Riesen-Direwolf-Rad,,,,,,,,,,,,
HDPlaquedNurse,entityclasses,Entity,,,Plaqued Nurse,,Plaqueed Nurse,,,,,,,,,,,,
HDPlaquedNurseRadiated,entityclasses,Entity,,,Radiated Plaqued Nurse,,"Bestrahlte, verstrahlte Krankenschwester",,,,,,,,,,,,
HDPlaquedNurseCharged,entityclasses,Entity,,,Charged Plaqued Nurse,,"Angeklagte, mit Plaketten versehene Krankenschwester",,,,,,,,,,,,
HDBehemoth,entityclasses,Entity,,,Behemoth,,Behemoth,,,,,,,,,,,,
HDBehemothRadiated,entityclasses,Entity,,,Radiated Behemoth,,Bestrahltes Ungetüm,,,,,,,,,,,,
HDBehemothCharged,entityclasses,Entity,,,Charged Behemoth,,Geladener Behemoth,,,,,,,,,,,,
HDBehemothInfernal,entityclasses,Entity,,,Infernal Behemoth,,Infernal Behemoth,,,,,,,,,,,,
HDXperimentZ,entityclasses,Entity,,,XperimentZ,,XperimentZ,,,,,,,,,,,,
HDXperimentZRadiated,entityclasses,Entity,,,Radiated XperimentZ,,Radiated XperimentZ,,,,,,,,,,,,
HDXperimentZCharged,entityclasses,Entity,,,Charged XperimentZ,,Charged XperimentZ,,,,,,,,,,,,
HDInfernalHound,entityclasses,Entity,,,Infernal Hound,,Höllenhund,,,,,,,,,,,,
HDInfernalHoundRadiated,entityclasses,Entity,,,Radiated Infernal Hound,,Strahlender Höllenhund,,,,,,,,,,,,
HDInfernalHoundCharged,entityclasses,Entity,,,Charged Infernal Hound,,Geladener Höllenhund,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cntDewCollector,,item,Tools,newKey,Rain Catcher,,Regenfänger,,,,,,,,,,,,
IrradiatedMeat,,item,Tools,newKey,Irradiated Meat,,Bestrahltes Fleisch,,,,,,,,,,,,
AntiRadiationDrink,,item,Tools,newKey,Anti Z Radiation Drink,,Anti-Z-Strahlungsgetränk,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
IrradiatedMeatDesc,items,Book,,,Youve Harvested an Irradiated Animal And found Meat.\n\nCan be used as a form of Anti Zombie Radiation Poisoning.,,Du hast ein verstrahltes Tier erlegt und Fleisch gefunden.\n\nKann als eine Form der Anti-Zombie-Strahlenvergiftung verwendet werden.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
AntiRadiationDrinkDesc,items,Book,,,Anti Zombie Radiation Drink.\n\nThis will grant you 60s of Protection from Zombie Radiation Poisoning.,,Anti-Zombie-Strahlungsgetränk.\n\nDieses Getränk gewährt Ihnen 60 Sekunden lang Schutz vor Zombie-Strahlungsvergiftung.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
War3zukTip_Class_title,UI,Loading Screen,x,,Crafting Your Starter Class Paper,,Erstellung Ihres Starter-Klassenblatts,,,,,,,,,,,,
War3zukTip_Class,UI,Loading Screen,x,,"Select your Class Paper and use its Recipe to craft your starting items to help during early gameplay, Main quests are now part of the games challenge system so will be activated once you press y and complete the basic training",,"Wähle dein Klassenpapier und nutze dessen Rezept, um deine Startgegenstände herzustellen, die dir im frühen Spielverlauf helfen. Hauptquests sind nun Teil des Herausforderungssystems und werden aktiviert, sobald du Y drückst und das Basistraining abgeschlossen hast.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
War3zukTip_Backpacks_title,UI,Loading Screen,x,,HD Ruck Sacks And Inventory,,HD Rucksäcke und Inventar,,,,,,,,,,,,
War3zukTip_Backpacks,UI,Loading Screen,x,,"This Mod uses HD Ruck Sacks, These are Armor Addons that each add a further 15 Inventory Slots, Once found you place the Addon into a piece of Armor like the Helmet, Once worn 15 Inventory Slots will be opened up to you, the player, These can be found in the following areas, Dumpsters, Gym Lockers, Army Trucks and on very rare occasions Rubbish.",,"Diese Mod verwendet HD-Rucksäcke. Dabei handelt es sich um Rüstungs-Addons, die jeweils 15 zusätzliche Inventarplätze hinzufügen. Sobald man einen solchen Sack gefunden hat, platziert man ihn in einem Rüstungsteil wie dem Helm. Beim Tragen stehen dem Spieler dann 15 zusätzliche Inventarplätze zur Verfügung. Die Säcke können in folgenden Bereichen gefunden werden: Müllcontainer, Spinde in Turnhallen, Armeelastwagen und sehr selten im Müll.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
War3zukTip_CraftingIngredients_title,UI,Loading Screen,x,,Crafting And Ingredients,,Herstellung und Zutaten,,,,,,,,,,,,
War3zukTip_CraftingIngredients,UI,Loading Screen,x,,"This Overhaul tries to make use of every in-game item especially those normally thrown away by players so be careful when emptying your inventory, The Mod makes use of many items turning them into new things like 20 Custom Warm And Chunky Recipes or all the Custom Twitch Streamer Recipes that were added as a Thank You, So always check things for a new recipe as it will help you in the long run as one of your Class Quests involves cooking several meals in order to be completed.",,"Diese Überarbeitung versucht, jeden Gegenstand im Spiel zu nutzen, insbesondere jene, die Spieler normalerweise wegwerfen. Seid also vorsichtig beim Leeren eures Inventars. Die Mod verwendet viele Gegenstände und verwandelt sie in neue Dinge, wie zum Beispiel 20 individuelle Rezepte für warme und herzhafte Gerichte oder all die individuellen Rezepte von Twitch-Streamern, die als Dankeschön hinzugefügt wurden. Haltet also immer Ausschau nach neuen Rezepten, da euch diese langfristig helfen werden, da eine eurer Klassenquests das Kochen mehrerer Mahlzeiten erfordert.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
War3zukTip_ClassQuests_title,UI,Loading Screen,x,,Trader Class Quests,,Händlerklassenquests,,,,,,,,,,,,
War3zukTip_ClassQuests,UI,Loading Screen,x,,"Trader quests are now completed through the challenge window, Challenge Quests are as follows, Eleven sets consisting of Ten parts each, The last and final Quest is the HD Rad Addon Challenge which can only be completed by getting the Schematics from completing the other quests, Completing the last Quest will give you access to the Addons that will allow you into the Radiation Zoned Prefabs that are Extremely high in loot abundance.",,"Händlerquests werden nun über das Herausforderungsfenster abgeschlossen. Die Herausforderungsquests sind wie folgt: Elf Sets mit jeweils zehn Teilen. Die letzte Quest ist die HD-Rad-Addon-Herausforderung, die nur abgeschlossen werden kann, wenn die Baupläne aus den anderen Quests erhalten werden. Durch den Abschluss der letzten Quest erhalten Sie Zugriff auf die Addons, die Ihnen den Zugang zu den Strahlungszonen-Fertigbauten ermöglichen, die extrem reich an Beute sind.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
War3zukTip_CustomBlocks_title,UI,Loading Screen,x,,Custom Blocks / Items / Models,,Benutzerdefinierte Blöcke / Gegenstände / Modelle,,,,,,,,,,,,
War3zukTip_CustomBlocks,UI,Loading Screen,x,,"There are many Custom Blocks most of which are important but often missed, Two examples of this are the HD Fridge And HD Water Dispenser which when the player has Empty-Jars equipped will be filled with Murky Water when Left Clicking on either Model, There are Several HD Benches which are as follows, HD GunBench, HD WorkBench, HD Schematics Bench, HD AmmoBench (ChemStation), HD Forge, HD Bee Hive And many others which all have their uses during game play some of which are unlocked Via HD Schematics, Once read these HD Schematics can be Scrapped down 1 at a time to make Scrapped Schematic Paper which can then be bundled to be resold to traders for Duke Coins or used in the HD Schematics Bench to craft Schematics you havent found yet.",,"Es gibt viele benutzerdefinierte Blöcke, von denen die meisten wichtig, aber oft übersehen werden. Zwei Beispiele hierfür sind der HD-Kühlschrank und der HD-Wasserspender. Wenn der Spieler leere Gläser ausgerüstet hat, füllt sich der Spender mit trübem Wasser, sobald er mit der linken Maustaste auf eines der Modelle klickt. Es gibt mehrere HD-Werkbänke, darunter die HD-Waffenbank, die HD-Werkbank, die HD-Schemawerkbank, die HD-Munitionswerkbank (Chemstation), die HD-Schmiede und den HD-Bienenstock. Viele weitere haben im Spielverlauf ihren Nutzen, von denen einige durch HD-Schemata freigeschaltet werden. Sobald diese HD-Schemata gelesen sind, können sie einzeln zerlegt werden, um Schemapapier zu erhalten. Dieses kann dann gebündelt und an Händler gegen Duke-Münzen verkauft oder an der HD-Schemata-Werkbank verwendet werden, um noch nicht gefundene Schemata herzustellen.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
War3zukTip_CustomSeeds_title,UI,Loading Screen,x,,Custom HD Seeds,,Benutzerdefinierte HD-Samen,,,,,,,,,,,,
War3zukTip_CustomSeeds,UI,Loading Screen,x,,"Vanilla Seeds have an HD version that requires no sunlight to grow, All Vanilla player planted seeds will downgrade into the new HD Seeds when harvested using your fists or another weapon, HD Seeds can be made using Super Corn & must be planted into a Plot, this includes Mushrooms, This means thats its possible to build a fully functioning under ground farm. HD Seeds follow the same growth cycle of the Vanilla version so from Seed to Sapling to full grown plant",,"Vanilla-Samen gibt es auch in einer HD-Version, die kein Sonnenlicht zum Wachsen benötigt. Alle Vanilla-Samen, die Spieler gepflanzt haben, werden beim Ernten mit den Fäusten oder einer anderen Waffe zu den neuen HD-Samen. HD-Samen können aus Supermais hergestellt werden und müssen in ein Beet gepflanzt werden, das gilt auch für Pilze. Dadurch ist es möglich, eine voll funktionsfähige unterirdische Farm zu bauen. HD-Samen durchlaufen denselben Wachstumszyklus wie die Vanilla-Version, vom Samen über den Setzling bis zur ausgewachsenen Pflanze.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
War3zukTip_CustomQuests_title,UI,Loading Screen,x,,Custom Quests,,Benutzerdefinierte Quests,,,,,,,,,,,,
War3zukTip_CustomQuests,UI,Loading Screen,x,,Vanilla Map Quests and Buried Supply Quests have been completely removed and rebuilt so that each one is custom with its own loot items and rewards based on a short story of each of the Traders. These also work on Dedicated Servers and come with some pretty cool loot.,,"Die Standard-Kartenquests und die Quests mit den vergrabenen Vorräten wurden komplett überarbeitet und neu gestaltet. Jede Quest ist nun individuell gestaltet und bietet eigene Beutegegenstände und Belohnungen, die auf einer kurzen Geschichte des jeweiligen Händlers basieren. Diese Quests funktionieren auch auf dedizierten Servern und bieten richtig coole Beute.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
War3zukTip_CustomWallArt_title,UI,Loading Screen,x,,Custom Paintings / Wall Art,,Individuelle Gemälde / Wandkunst,,,,,,,,,,,,
War3zukTip_CustomWallArt,UI,Loading Screen,x,,In the overhaul there are 20 Paintings 10 of which are used to replace some of the in-game wall art in POI's while the other 10 can be crafted along with a selection of NSFW paintings. These are crafted inside the HD Schematics Bench and have their own Tab so they are almost hidden from normal view.,,"Die Überarbeitung umfasst 20 Gemälde. Zehn davon ersetzen einige der Wandbilder in POIs, während die anderen zehn zusammen mit einer Auswahl an nicht jugendfreien Gemälden hergestellt werden können. Diese werden an der HD-Schematikwerkbank hergestellt und haben einen eigenen Reiter, sodass sie im normalen Sichtfeld fast unsichtbar sind.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
PropaneTank,,item,Tools,newKey,Propane Tank.,,Propangastank.,,,,,,,,,,,,
PropaneTankDesc,,item,Tools,newKey,Youve found an Old Propane Tank. Probably worth something to someone.,,Du hast einen alten Propangastank gefunden. Der ist bestimmt für irgendjemanden etwas wert.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HDBowlDesc,,item,Tools,newKey,A Basic Clay Bowl used for Hot Meals.,,Eine einfache Tonschüssel zur Zubereitung warmer Mahlzeiten.,,,,,,,,,,,,
WCSMDesc,items,Food,,,Warm N Chunky Meals!\n\nReading this WarmChunky Skill Magazine will unlock 2 meals per 2 Mags.,,Warme und herzhafte Mahlzeiten!\n\nDurch das Lesen dieses WarmChunky-Fertigkeitsmagazins werden 2 Mahlzeiten pro 2 Magazine freigeschaltet.,,,,,,,,,,,,
WarmChunkyHoneyDesc,items,Food,,,A warmed up mixture of Honey And Pears!\n\nJust what the empty stomach needs to keep fighting.,,"Eine erwärmte Mischung aus Honig und Birnen!\n\nGenau das, was der leere Magen braucht, um weiterzukämpfen.",,,,,,,,,,,,
WarmChunkyBeefDesc,items,Food,,,A warmed up mixture of Beef Ration. Meat And Stock!\n\nJust what the empty stomach needs to keep fighting.,,"Eine aufgewärmte Mischung aus Rindfleischration, Fleisch und Brühe!\n\n Genau das, was der leere Magen braucht, um weiterzukämpfen.",,,,,,,,,,,,
WarmChunkyChickenDesc,items,Food,,,A warmed up mixture of Chicken Ration. Meat And Stock!\n\nJust what the empty stomach needs to keep fighting.,,"Eine erwärmte Hühnerration. Fleisch und Brühe!\n\n Genau das, was der leere Magen braucht, um weiterzukämpfen.",,,,,,,,,,,,
WarmChunkyLambDesc,items,Food,,,A warmed up mixture of Lamb Ration. Meat And Sham!\n\nJust what the empty stomach needs to keep fighting.,,"Eine aufgewärmte Lammration. Fleisch und Schinken!\n\n Genau das Richtige für den leeren Magen, um weiterkämpfen zu können.",,,,,,,,,,,,
WarmChunkySurpriseDesc,items,Food,,,A warmed up mixture of Lamb Ration. Cat And Dog Food!\n\nJust what the empty stomach needs to keep fighting.,,"Eine erwärmte Mischung aus Lammfutter. Katzen- und Hundefutter!\n\n Genau das, was der leere Magen braucht, um weiterzukämpfen.",,,,,,,,,,,,
WarmChunkyChiliDesc,items,Food,,,A warmed up mixture of Chili. Meat And Stock!\n\nJust what the empty stomach needs to keep fighting.,,"Eine erwärmte Mischung aus Chili, Fleisch und Brühe!\n\n Genau das Richtige für den leeren Magen, um weiterkämpfen zu können.",,,,,,,,,,,,
WarmChunkyPastaDesc,items,Food,,,A warmed up mixture of Chicken Ration. Pasta And Tuna!\n\nJust what the empty stomach needs to keep fighting.,,"Eine aufgewärmte Mischung aus Hühnerfleisch, Nudeln und Thunfisch!\n\n Genau das Richtige für einen leeren Magen, um weiterzukämpfen.",,,,,,,,,,,,
WarmChunkySalmonDesc,items,Food,,,A warmed up mixture of Salmon. Pasta And Peas!\n\nJust what the empty stomach needs to keep fighting.,,"Eine erwärmte Mischung aus Lachs, Nudeln und Erbsen! Genau das Richtige für den leeren Magen, um weiterkämpfen zu können.",,,,,,,,,,,,
WarmChunkySirloinDesc,items,Food,,,A warmed up mixture of Stock. Meat And Honey!\n\nJust what the empty stomach needs to keep fighting.,,"Eine erwärmte Mischung aus Brühe, Fleisch und Honig!\n\n Genau das Richtige für den leeren Magen, um weiterkämpfen zu können.",,,,,,,,,,,,
WarmChunkyVegetableStewDesc,items,Food,,,A warmed up mixture of Vegetble Stew. Chicken Ration And Peas!\n\nJust what the empty stomach needs to keep fighting.,,"Eine aufgewärmte Mischung aus Gemüseeintopf, Hühnerfleisch und Erbsen!\n\n Genau das Richtige für einen leeren Magen, um weiterzukämpfen.",,,,,,,,,,,,
WarmChunkyMeatStewDesc,items,Food,,,A warmed up mixture of Meat Stew. Meat And Chicken Ration!\n\nJust what the empty stomach needs to keep fighting.,,"Eine aufgewärmte Mischung aus Fleischeintopf. Fleisch- und Hühnerration!\n\n Genau das Richtige für den leeren Magen, um weiterkämpfen zu können.",,,,,,,,,,,,
WarmChunkyShamChowderDesc,items,Food,,,A warmed up mixture of Sham Chowder. Meat And Chicken Ration!\n\nJust what the empty stomach needs to keep fighting.,,"Eine aufgewärmte Mischung aus Scham-Chowder. Fleisch- und Hühnerration!\n\n Genau das Richtige für den leeren Magen, um weiterkämpfen zu können.",,,,,,,,,,,,
WarmChunkyHoboStewDesc,items,Food,,,A warmed up mixture of Hobo Stew. Meat And Chicken Ration!\n\nJust what the empty stomach needs to keep fighting.,,"Eine aufgewärmte Mischung aus Hobo-Eintopf. Fleisch- und Hühnerration!\n\n Genau das Richtige für den leeren Magen, um weiterzukämpfen.",,,,,,,,,,,,
WarmChunkySteakAndPotatoDesc,items,Food,,,A warmed up mixture of Steak And Potato Meal. Meat And Chicken Ration!\n\nJust what the empty stomach needs to keep fighting.,,"Eine aufgewärmte Mischung aus Steak und Kartoffeln. Fleisch- und Hühnerration!\n\n Genau das Richtige für den leeren Magen, um weiterkämpfen zu können.",,,,,,,,,,,,
WarmChunkyChiliDogDesc,items,Food,,,A warmed up mixture of Chili Dog. Meat And Honey!\n\nJust what the empty stomach needs to keep fighting.,,"Eine aufgewärmte Mischung aus Chili Dog, Fleisch und Honig!\n\n Genau das Richtige für den leeren Magen, um weiterkämpfen zu können.",,,,,,,,,,,,
WarmChunkyFishTacoDesc,items,Food,,,A warmed up mixture of Fish Taco. Meat And Tuna!\n\nJust what the empty stomach needs to keep fighting.,,"Eine aufgewärmte Mischung aus Fisch-Taco, Fleisch und Thunfisch!\n\n Genau das Richtige für den leeren Magen, um weiterkämpfen zu können.",,,,,,,,,,,,
WarmChunkyMeatAndMashDesc,items,Food,,,A warmed up mixture of Meat And Farmed Potato!\n\nJust what the empty stomach needs to keep fighting.,,"Eine aufgewärmte Mischung aus Fleisch und Kartoffelpüree!\n\nGenau das, was der leere Magen braucht, um weiterzukämpfen.",,,,,,,,,,,,
